current,168,current:1,adjective,,"/ˈkər-ənt, ˈkə-rənt/","running, flowing.","Middle English curraunt, from Anglo-French corant, present participle of cure, courre to run, from Latin currere car",english words
posts,169,post:1,noun,post,/ˈpōst/,a piece (as of timber or metal) fixed firmly in an upright position especially as a stay or support :pillar column.,"Middle English, from Old English, from Latin postis; probably akin to Latin por- forward and to Latin stare to stand portend, stand",english words
big,170,big:1,adjective,big,/ˈbig/,of great strength.,"Middle English, perhaps of Scandinavian origin; akin to Norwegian dialect bugge important man",english words
media,171,media:1,noun,,/ˈmē-dē-ə/,a voiced stop.,plural of medium,english words
law,172,law:1,noun,law,/ˈlȯ/,a binding custom or practice of a community :a rule of conduct or action prescribed or formally recognized as binding or enforced by a controlling authority.,"Middle English, from Old English lagu, of Scandinavian origin; akin to Old Norse lǫg law; akin to Old English licgan to lie lie",english words
control,173,control:1,verb,con*trol,/kən-ˈtrōl/,"to check, test, or verify by evidence or experiments.","Middle English countrollen, from Anglo-French contrerouler, from contreroule copy of an account, audit, from Medieval Latin contrarotulus, from Latin contra- + Medieval Latin rotulus roll roll",english words
water,174,water:1,noun,wa*ter,"/ˈwȯ-tər, ˈwä-/","the liquid that descends from the clouds as rain, forms streams, lakes, and seas, and is a major constituent of all living matter and that when pure is an odorless, tasteless, very slightly compressible liquid oxide of hydrogen H2O which appears bluish in thick layers, freezes at 0° C and boils at 100° C, has a maximum density at 4° C and a high specific heat, is feebly ionized to hydrogen and hydroxyl ions, and is a poor conductor of electricity and a good solvent.","Middle English, from Old English wæter; akin to Old High German wazzar water, Greek hydōr, Latin unda wave",english words
history,175,history:1,noun,his*to*ry,/ˈhis-t(ə-)rē/,"tale, story.","Middle English histoire, historie, from Anglo-French estoire, histoire, from Latin historia, from Greek, inquiry, history, from histōr, istōr knowing, learned; akin to Greek eidenai to know wit",english words
pictures,176,picture:1,noun,pic*ture,/ˈpik-chər/,"a design or representation made by various means (as painting, drawing, or photography).","Middle English, from Latin pictura, from pictus, past participle of pingere to paint paint",english words
size,177,size:1,noun,size,/ˈsīz/,assize 2a.,"Middle English sise assize, from Anglo-French, short for assise assize",english words
art,178,"art:Middle English, from Old English eart; akin to Old Norse est, ert (thou) art, Old English is is",Origin,,"/ˈärt, ərt/","Middle English, from Old English eart; akin to Old Norse est, ert (thou) art, Old English is is.","Middle English, from Old English eart; akin to Old Norse est, ert (thou) art, Old English is is",english words
personal,179,personal:1,adjective,per*son*al,"/ˈpərs-nəl, ˈpər-sə-nəl/","of, relating to, or affecting a particular person :private individual.","Middle English, from Anglo-French personel, from Late Latin personalis, from Latin persona",english words
since,180,since:1,adverb,,/ˈsin(t)s/,from a definite past time until now.,"Middle English sins, contraction of sithens, from sithen, from Old English siththan, from sīth tham after that, from sīth after, late + tham, dative of thæt that; akin to Old High German sīd later and perhaps to Latin setius to a lesser degree",english words
including,181,include:1,verb,,/in-ˈklüd/,to shut up :enclose.,"Middle English, from Latin includere, from in- + claudere to close close",english words
guide,182,guide:1,noun,guide,/ˈgīd/,one that leads or directs another's way.,"Middle English gide, guide, from Anglo-French, from Old Occitan guida, of Germanic origin; akin to Old English wītan to look after, witan to know wit",english words
shop,183,shop:1,noun,shop,/ˈshäp/,a handicraft establishment :atelier.,"Middle English shoppe, from Old English sceoppa booth; akin to Old High German scopf shed",english words
directory,184,directory:1,adjective,di*rec*to*ry,"/də-ˈrek-t(ə-)rē, dī-/",serving to direct; specifically providing advisory but not compulsory guidance.,"Middle English directorie guide, from Medieval Latin directorium, from neuter of Late Latin directorius directorial, from Latin dirigere",english words
board,185,board:1,noun,board,/ˈbȯrd/,"border, edge.","Middle English bord piece of sawed lumber, border, ship's side, from Old English; akin to Old High German bort ship's side",english words
location,186,location:1,noun,lo*ca*tion,/lō-ˈkā-shən/,a position or site occupied or available for occupancy or marked by some distinguishing feature :situation.,,english words
change,187,change:1,verb,change,/ˈchānj/,to make different in some particular :alter.,"Middle English, from Anglo-French changer, from Latin cambiare to exchange, probably of Celtic origin; akin to Old Irish camm crooked",english words
white,188,white:1,adjective,,"/ˈhwīt, ˈwīt/",free from color.,"Middle English, from Old English hwīt; akin to Old High German hwīz white and probably to Old Church Slavic světŭ light, Sanskrit śveta white, bright",english words
text,189,text:1,noun,text,/ˈtekst/,the original words and form of a written or printed work.,"Middle English, from Anglo-French tiste, texte, from Medieval Latin textus, from Latin, texture, context, from texere to weave technical",english words
small,190,small:1,adjective,small,/ˈsmȯl/,having comparatively little size or slight dimensions.,"Middle English smal, from Old English smæl; akin to Old High German smal small, Greek mēlon small domestic animal",english words
rating,191,rating:1,noun,rat*ing,,a classification according to grade; specifically a military or naval specialist classification.,,english words
rate,192,rate:1,verb,rate,/ˈrāt/,to rebuke angrily or violently.,Middle English,english words
government,193,government:1,noun,gov*ern*ment,"/ˈgə-vər(n)-mənt, -və-mənt; ˈgə-bᵊm-ənt, -vᵊm-/",the act or process of governing; specifically authoritative direction or control.,,english words
children,194,child:1,noun,fos*ter,/ˈchī(-ə)ld/,an unborn or recently born person.,"Middle English, from Old English cild; akin to Gothic kilthei womb, and perhaps to Sanskrit jaṭhara belly",english words
during,195,during:1,preposition,dur*ing,/ˈdu̇r-iŋ ˈdyu̇r-/,throughout the duration of.,"Middle English, from present participle of duren to last, from Anglo-French durer, from Latin durare to harden, endure, last, from durus hard; perhaps akin to Sanskrit dāru wood tree",english words
usa,196,USA:1,abbreviation,bell,,United States Army.,,english words
return,197,return:1,verb,re*turn,/ri-ˈtərn/,to go back or come back again.,"Middle English, from Anglo-French returner, from re- + turner, tourner to turn turn",english words
students,198,student:1,noun,,"/ˈstü-dᵊnt, ˈstyü-, -dənt/","scholar, learner; especially one who attends a school.","Middle English, from Latin student-, studens, from present participle of studēre to study study",english words
v,199,v:1,noun,v,/ˈvē/,the 22d letter of the English alphabet.,,english words
shopping,200,shop:1,verb,shop,,to examine goods or services with intent to buy.,,english words
account,201,account:1,noun,ac*count,/ə-ˈkau̇nt/,"reckoning, computation.","Middle English acounte, accompte, from Anglo-French acunte, from acunter",english words
times,202,times:1,preposition,times,/ˈtīmz/,multiplied by.,,english words
sites,203,site:1,noun,site,/ˈsīt/,"the spatial location of an actual or planned structure or set of structures (as a building, town, or monuments).","Middle English, place, position, from Anglo-French or Latin; Anglo-French sit, site, from Latin situs, from sinere to leave, allow",english words
level,204,level:1,noun,lev*el,/ˈle-vəl/,a device for establishing a horizontal line or plane by means of a bubble in a liquid that shows adjustment to the horizontal by movement to the center of a slightly bowed glass tube.,"Middle English, plumb line, from Anglo-French livel, from Vulgar Latin *libellum, alteration of Latin libella, from diminutive of libra weight, balance",english words
digital,205,digital:1,adjective,dig*i*tal,/ˈdi-jə-tᵊl/,of or relating to the fingers or toes.,Latin digitalis,english words
profile,206,profile:1,noun,pro*file,/ˈprō-ˌfī(-ə)l/,a representation of something in outline; especially a human head or face represented or seen in a side view.,"Italian profilo, from profilare to draw in outline, from pro- forward (from Latin) + filare to spin, from Late Latin file",english words
previous,207,previous:1,adjective,pre*vi*ous,/ˈprē-vē-əs/,going before in time or order :prior.,"Latin praevius leading the way, from prae- pre- + via way way",english words
form,208,form:1,noun,form,/ˈfȯrm/,the shape and structure of something as distinguished from its material.,"Middle English forme, from Anglo-French furme, forme, from Latin forma form, beauty",english words
events,209,event:1,noun,,/i-ˈvent/,outcome.,"Middle French or Latin; Middle French, from Latin eventus, from evenire to happen, from e- + venire to come come",english words
love,210,love:1,noun,love,/ˈləv/,strong affection for another arising out of kinship or personal ties.,"Middle English, from Old English lufu; akin to Old High German luba love, Old English lēof dear, Latin lubēre, libēre to please",english words
old,211,old:1,adjective,old,/ˈōld; ˈōl/,dating from the remote past :ancient.,"Middle English, from Old English eald; akin to Old High German alt old, Latin alere to nourish, alescere to grow, altus high, deep",english words
john,212,john:1,noun,john,/ˈjän/,toilet.,from the name John,english words
main,213,main:1,noun,main,/ˈmān/,physical strength :forcewith might and main.,"in sense 1, from Middle English, from Old English mǣgen; akin to Old High German magan strength, Old English magan to be able; in other senses, from main or by shortening may",english words
call,214,call:1,verb,,/ˈkȯl/,to speak in a loud distinct voice so as to be heard at a distance :shout.,"Middle English, from Old Norse kalla; akin to Old English hildecalla battle herald, Old High German kallōn to talk loudly, Old Church Slavic glasŭ voice",english words
hours,215,after-hours:1,adjective,,/ˌaf-tər-ˈau̇(-ə)rz/,engaged in or operating after a legal or conventional closing time.,,english words
image,216,image:1,noun,im*age,/ˈi-mij/,a reproduction or imitation of the form of a person or thing; especially an imitation in solid form :statue.,"Middle English, from Anglo-French, short for imagene, from Latin imagin-, imago; perhaps akin to Latin imitari to imitate",english words
department,217,department:1,noun,de*part*ment,/di-ˈpärt-mənt/,a distinct sphere :province.,"French département, from Old French, act of dividing, from departir",english words
title,218,title:1,noun,ti*tle,/ˈtī-tᵊl/,inscription.,"Middle English, from Anglo-French, from Latin titulus inscription, title",english words
description,219,description:1,noun,de*scrip*tion,/di-ˈskrip-shən/,an act of describing; specifically discourse intended to give a mental image of something experienced.,"Middle English descripcioun, from Anglo-French & Latin; Anglo-French, from Latin description-, descriptio, from describere",english words
non,220,non-:1,prefix,,/(ˈ)nän ˌnən ˈnən ˈ- ˌnän ˌnən ˌ- ə /,not :other than :reverse of :absence of.,"Middle English, from Anglo-French, from Latin non not, from Old Latin noenum, from ne- not + oinom, neuter of oinos one no, one",english words
k,221,k:1,noun,k,/ˈkā/,the 11th letter of the English alphabet.,New Latin kalium,english words
y,222,Y:1,noun,,/ˈwī/,ymca.,,english words
insurance,223,insurance:1,noun,in*sur*ance,/in-ˈshu̇r-ən(t)s ˈin-ˌ/,the business of insuring persons or property.,,english words
another,224,another:1,adjective,an*oth*er,/ə-ˈnə-t͟hər a- ā-/,different or distinct from the one first considered.,,english words
why,225,why:1,adverb,why,"/ˈhwī, ˈwī/","for what cause, reason, or purpose.","Middle English, from Old English hwȳ, instr. case of hwæt what what",english words
shall,226,shall:- will have to :must,verb,,"/shəl, ˈshal/",- will have to :must .,"Middle English shal (1st & 3d singular present indicative), from Old English sceal; akin to Old High German scal (1st & 3d singular present indicative) ought to, must, Lithuanian skola debt",english words
property,227,property:1,noun,prop*er*ty,/ˈprä-pər-tē/,a quality or trait belonging and especially peculiar to an individual or thing.,"Middle English proprete, from Anglo-French propreté, from Latin proprietat-, proprietas, from proprius own",english words
class,228,class:1,noun,class,/ˈklas/,a body of students meeting regularly to study the same subject.,"French classe, from Latin classis group called to military service, fleet, class; perhaps akin to Latin calare to call low",english words
cd,229,CD:1,noun,cd,/ˌsē-ˈdē/,certificate of deposit.,compact disc,english words
still,230,still:1,adjective,still,/ˈstil/,devoid of or abstaining from motion.,"Middle English stille, from Old English; akin to Old High German stilli still and perhaps to Old English steall stall stall",english words
money,231,money:1,noun,,/ˈmə-nē/,"something generally accepted as a medium of exchange, a measure of value, or a means of payment: as.","Middle English moneye, from Anglo-French moneie, from Latin moneta mint, money mint",english words
quality,232,quality:1,noun,qual*i*ty,/ˈkwä-lə-tē/,peculiar and essential character :nature.,"Middle English qualite, from Anglo-French qualité, from Latin qualitat-, qualitas, from qualis of what kind; akin to Latin qui who who",english words
every,233,every:1,adjective,ev*ery,/ˈev-rē/,being each individual or part of a group without exception.,"Middle English everich, every, from Old English ǣfre ǣlc, from ǣfre ever + ǣlc each",english words
listing,234,listing:1,noun,list*ing,/ˈlis-tiŋ/,an act or instance of making or including in a list.,,english words
content,235,content:1,adjective,,/kən-ˈtent/,"contented, satisfied.","Middle English, from Middle French, from Latin contentus, from past participle of continēre to hold in, contain contain",english words
country,236,country:1,noun,coun*try,/ˈkən-trē/,an indefinite usually extended expanse of land :region.,"Middle English contree, from Anglo-French cuntree, contré, from Medieval Latin contrata, from Latin contra against, on the opposite side",english words
private,237,private:1,adjective,pri*vate,/ˈprī-vət/,"intended for or restricted to the use of a particular person, group, or class.","Middle English privat, from Anglo-French, from Latin privatus, from past participle of privare to deprive, release, from privus private, individual; probably akin to Latin pro for, in front of for",english words
little,238,little:1,adjective,lit*tle,/ˈli-tᵊl/,not big: as.,"Middle English littel, from Old English lȳtel; akin to Old High German luzzil little",english words
visit,239,visit:1,verb,vis*it,/ˈvi-zət/,comfort.,"Middle English, from Anglo-French visiter, from Latin visitare, frequentative of visere to go to see, frequentative of vidēre to see",english words
save,240,save:1,verb,save,/ˈsāv/,to deliver from sin.,"Middle English, from Anglo-French salver, from Late Latin salvare, from Latin salvus safe safe",english words
tools,241,tool:1,noun,tool,/ˈtül/,a handheld device that aids in accomplishing a task.,"Middle English, from Old English tōl; akin to Old English tawian to prepare for use taw",english words
low,242,low:1,verb,,/ˈlō/,moo.,"Middle English loowen, from Old English hlōwan; akin to Old High German hluoen to moo, Latin calare to call, summon, Greek kalein",english words
reply,243,reply:1,verb,,/ri-ˈplī/,to respond in words or writing.,"Middle English replien to fold back, oppose, respond, from Anglo-French replier, from Latin replicare to fold back, make a legal replication, from re- + plicare to fold ply",english words
customer,244,customer:1,noun,cus*tom*er,/ˈkəs-tə-mər/,one that purchases a commodity or service.,"Middle English custumer, from custume",english words
december,245,December:1,noun,,"/di-ˈsem-bər, dē-/",the 12th month of the Gregorian calendar.,"Middle English Decembre, from Old English or Anglo-French, both from Latin December (tenth month), from decem ten ten",english words
compare,246,compare:1,verb,com*pare,/kəm-ˈper/,to represent as similar :liken.,"Middle English, from Anglo-French comparer, from Latin comparare to couple, compare, from compar like, from com- + par equal",english words
movies,247,movie:1,noun,,/ˈmü-vē/,motion picture.,moving picture,english words
include,248,include:1,verb,in*clude,/in-ˈklüd/,to shut up :enclose.,"Middle English, from Latin includere, from in- + claudere to close close",english words
college,249,college:1,noun,col*lege,/ˈkä-lij/,a body of clergy living together and supported by a foundation.,"Middle English, from Anglo-French, from Latin collegium society, from collega colleague colleague",english words
value,250,value:1,noun,val*ue,/ˈval-(ˌ)yü/,"a fair return or equivalent in goods, services, or money for something exchanged.","Middle English, worth, high quality, from Anglo-French, from Vulgar Latin *valuta, from feminine of *valutus, past participle of Latin valēre to be of worth, be strong wield",english words
